Box Number,Sample Type,Species,Reagent,SampleID,Date Stockage,Notes,,,,,,,
RM-WP-6,Wing Punch,Rousettus madagascariensis,ETOH,MIZ567,12/2/19,,,,,,,,
RM-WP-6,Wing Punch,Rousettus madagascariensis,ETOH,MIZ568,12/2/19,,,,,,,,
RM-WP-6,Wing Punch,Rousettus madagascariensis,ETOH,MIZ569,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ544,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ545,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ546,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ547,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ548,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ549,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ550,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ551,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ552,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ553,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ554,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ555,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ556,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ557,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ558,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ559,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ560,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ561,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ562,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ563,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ564,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ565,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ566,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ567,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ568,12/2/19,,,,,,,,
RM-PEL-A-6,Pellet A,Rousettus madagascariensis,raw,MIZ569,12/2/19,,,,,,,,
RM-RNA-5,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ544,12/2/19,,,,,,,,
RM-RNA-5,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ545,12/2/19,,,,,,,,
RM-RNA-5,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ546,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ547,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ548,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ549,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ550,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ551,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ552,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ553,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ554,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ555,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ556,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ557,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ558,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ559,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ560,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ561,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ562,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ563,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ564,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ565,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ566,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ567,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ568,12/2/19,,,,,,,,
RM-RNA-6,Whole Blood,Rousettus madagascariensis,RNA-later,MIZ569,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ544,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ545,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ546,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ547,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ548,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ549,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ550,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ551,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ552,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ553,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ554,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ555,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ556,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ557,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ558,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ559,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ560,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ561,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ562,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ563,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ564,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ565,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ566,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ567,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ568,12/2/19,,,,,,,,
RM-FEC-5,Feces,Rousettus madagascariensis,UTM,MIZ569,12/2/19,,,,,,,,
RM-EDTA-PLAS-3,Plasma,Rousettus madagascariensis,EDTA,MIZ547,12/2/19,,,,,,,,
RM-EDTA-PLAS-3,Plasma,Rousettus madagascariensis,EDTA,MIZ548,12/2/19,,,,,,,,
RM-EDTA-PLAS-3,Plasma,Rousettus madagascariensis,EDTA,MIZ549,12/2/19,,,,,,,,
RM-EDTA-PLAS-3,Plasma,Rousettus madagascariensis,EDTA,MIZ551,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ552,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ553,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ554,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ555,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ556,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ557,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ558,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ559,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ560,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ561,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ562,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ563,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ564,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ565,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ566,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ567,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ568,12/2/19,,,,,,,,
RM-EDTA-PLAS-4,Plasma,Rousettus madagascariensis,EDTA,MIZ569,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ544,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ547,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ548,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ549,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ551,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ552,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ553,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ555,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ556,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ557,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ558,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ559,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ560,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ561,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ562,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ563,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ564,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ565,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ566,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ567,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ568,12/2/19,,,,,,,,
RM-EDTA-PEL-4,Blood Pellet,Rousettus madagascariensis,EDTA,MIZ569,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL401,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL402,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL403,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL404,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL405,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL406,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL407,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL408,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL409,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL410,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL411,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL412,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL413,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL414,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL415,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL416,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL417,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL418,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL419,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL420,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL421,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL422,12/2/19,,,,,,,,
ED-FEC-5,Feces,Eidolon dupreanum,UTM,KEL423,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL401,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL402,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL403,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL404,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL405,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL406,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL407,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL408,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL409,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL410,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL411,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL412,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL413,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL414,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL415,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL416,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL417,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL418,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL419,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL420,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL421,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL422,12/2/19,,,,,,,,
ED-SER-B-5,Serum,Eidolon dupreanum,UTM,KEL423,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL401,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL402,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL403,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL404,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL405,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL406,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL407,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL408,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL409,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL410,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL411,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL412,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL413,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL414,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL415,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL416,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL417,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL418,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL419,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL420,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL421,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL422,12/2/19,,,,,,,,
ED-SER-A-5,Serum,Eidolon dupreanum,UTM,KEL423,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL401,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL402,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL403,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL404,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL405,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL406,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL407,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL408,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL409,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL410,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL411,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL412,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL413,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL414,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL415,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL416,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL417,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL418,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL419,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL420,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL421,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL422,12/2/19,,,,,,,,
ED-WP-6,Wing Punch,Eidolon dupreanum,EtOH,KEL423,12/2/19,,,,,,,,
ED-RNA-BLD-6,Whole Blood,Eidolon dupreanum,RNA-protect,KEL401,12/2/19,,,,,,,,
ED-RNA-BLD-6,Whole Blood,Eidolon dupreanum,RNA-protect,KEL402,12/2/19,,,,,,,,
ED-RNA-BLD-6,Whole Blood,Eidolon dupreanum,RNA-protect,KEL403,12/2/19,,,,,,,,
ED-RNA-BLD-6,Whole Blood,Eidolon dupreanum,RNA-protect,KEL404,12/2/19,,,,,,,,
ED-RNA-BLD-6,Whole Blood,Eidolon dupreanum,RNA-protect,KEL405,12/2/19,,,,,,,,
ED-RNA-BLD-6,Whole Blood,Eidolon dupreanum,RNA-protect,KEL406,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL407,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL408,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL409,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL410,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL411,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL412,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL413,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL414,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL415,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL416,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL417,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL418,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL419,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL420,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL421,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL422,12/2/19,,,,,,,,
ED-RNA-BLD-7,Whole Blood,Eidolon dupreanum,RNA-protect,KEL423,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL401,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL402,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL403,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL404,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL405,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL406,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL407,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL408,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL409,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL410,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL411,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL412,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL413,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL414,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL415,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL416,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL417,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL418,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL419,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL420,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL421,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL422,12/2/19,,,,,,,,
ED-THR-5,Throat,Eidolon dupreanum,UTM,KEL423,12/2/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL401,12/2/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL402,12/2/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL404,12/2/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL405,12/2/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL406,12/2/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL407,12/2/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL409,12/2/19,,,,,,,,
