#,coder,village_code,land_use_type,LUT,plotcode,tree.id,no_of_stems,stem_ID,growth_type,family_fieldname,genus_fieldname,species_fieldname,,dbh,height,wood.density,coll.nr,Pnumber,Family,scientific_name,CS,EN,phenology,reproduction,health_status,crown_height,human_damage,tutor,notes,
1664,1664,MT,OGF3,OGF,MT-OGF3,MT-OGF3-48,1,MT-OGF3-48,T,uk,uk,uk,uk,9,11.7,9,AP9202,9202,Sapotaceaee,,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
3727,3727,V40,FF,FF,V40-FF,V40-FF-34,1,V40-FF-34,T,uk,uk,uk,uk,12.2,13.9,6,AP9052,9052,Sapotaceaee,,unknown,not endemic,e,sterile,good,undamaged,stem,NA,white latex,
3259,3259,V39,FF,FF,V39-FF,V39-FF-71,1,V39-FF-71,T,uk,uk,uk,uk,17,3.8,10,AP9252,9252,Sarcolaenaceae,Sarcolaena multiflora Thouars ,LC,endemic,e,sterile,poor,human,stem,NA,Crown cut with shoots,
3263,3263,V39,FF,FF,V39-FF,V39-FF-75,1,V39-FF-75,T,uk,uk,uk,uk,22.9,12.8,7,AP9252,9252,Sarcolaenaceae,Sarcolaena multiflora Thouars ,LC,endemic,e,sterile,fair,human,stem,NA,cut on the bark,
3142,3142,V39,VH,VH,V39-VH,V39-VH-107,1,V39-VH-107,T,Sarcolaenaceae,Schizolaena,uk,unknown_21,45.3,19.9,9,NV,,Sarcolaenaceae,Schizolaena,unknown,endemic,e,sterile,dead,storm,no,NA,cut on the trunk,
2312,2312,V2,VH,VH,V2-VH,V2-VH-61,1,V2-VH-61,T,Hamamelidaceae,Dicoryphe,uk,longotro,8.7,2.3,NA,NV,,Sarcolaenaceae,Schizolaena,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
2317,2317,V2,VH,VH,V2-VH,V2-VH-66,1,V2-VH-66,T,Hamamelidaceae,Dicoryphe,uk,longotro,27.2,11.8,8,NV,,Sarcolaenaceae,Schizolaena,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
2330,2330,V2,VH,VH,V2-VH,V2-VH-79,1,V2-VH-79,T,Hamamelidaceae,Dicoryphe,uk,longotro,82.5,16.5,NA,AP9125,9125,Sarcolaenaceae,Schizolaena,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
2349,2349,V2,VH,VH,V2-VH,V2-VH-98,1,V2-VH-98,T,Hamamelidaceae,Dicoryphe,uk,longotro,17.5,10.7,6,NV,,Sarcolaenaceae,Schizolaena,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
2285,2285,V2,VH,VH,V2-VH,V2-VH-34,1,V2-VH-34,T,Hamamelidaceae,Dicoryphe,uk,longotro,14.7,8.7,7,AP9113,9113,Sarcolaenaceae,Schizolaena rosea,LC,endemic,e,sterile,poor,human,stem,NA,due to fallen tree,
3326,3326,V39,FF,FF,V39-FF,V39-FF-138,1,V39-FF-138,T,Sarcolaenaceae,uk,uk,unknown_24,66,12.7,10,NV,,Sarcolaenaceae,,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
1846,1846,MT,OGF4,OGF,MT-OGF4,MT-OGF4-16,1,MT-OGF4-16,T,uk,uk,uk,voandraozagna,99,26.9,10,NV,,Schizolaenaceae,schizolaena,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
1849,1849,MT,OGF4,OGF,MT-OGF4,MT-OGF4-19,1,MT-OGF4-19,T,uk,uk,uk,voandraozagna,86,27.4,10,NV,,Schizolaenaceae,schizolaena,unknown,endemic,e,sterile,poor,human,stem,NA,NA,
1946,1946,MT,OGF4,OGF,MT-OGF4,MT-OGF4-116,1,MT-OGF4-116,T,uk,uk,uk,voandraozagna,68.5,34.8,9,,,Schizolaenaceae,schizolaena,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
3281,3281,V39,FF,FF,V39-FF,V39-FF-93,1,V39-FF-93,T,uk,uk,uk,voandraozagna,42.2,15.9,9,AP9246,9246,Schizolaenaceae,schizolaena,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
10,10,ME,OGF1,OGF,ME-OGF1,ME-OGF1-10,1,ME-OGF1-10,T,uk,Rhopalocarpus,uk,lombiro,10.7,9.4,9,AP9341,9341,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
90,90,ME,OGF1,OGF,ME-OGF1,ME-OGF1-90,1,ME-OGF1-90,T,uk,uk,uk,lombiro,11,12.4,20,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
125,125,ME,OGF1,OGF,ME-OGF1,ME-OGF1-125,1,ME-OGF1-125,T,uk,uk,uk,lombiro,18.4,19.7,9,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
203,203,ME,OGF1,OGF,ME-OGF1,ME-OGF1-203,1,ME-OGF1-203,T,uk,uk,uk,lombiro,49.7,23.4,12,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,fruits,good,undamaged,no,NA,NA,
1809,1809,MT,OGF3,OGF,MT-OGF3,MT-OGF3-193,1,MT-OGF3-193,T,Rhopalocarpaceae,Rhopalocarpus,uk,lombiro,10.2,6.6,8,AP9222,9222,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
1848,1848,MT,OGF4,OGF,MT-OGF4,MT-OGF4-18,1,MT-OGF4-18,T,uk,uk,uk,lombiro,16,11.8,9,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,poor,storm,no,NA,inclined. crown cut,
1992,1992,MT,OGF4,OGF,MT-OGF4,MT-OGF4-162,1,MT-OGF4-162,T,uk,uk,uk,lombiro,10.9,12.3,NA,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
2268,2268,V2,VH,VH,V2-VH,V2-VH-17,1,V2-VH-17,T,Sphaerosepalaceae,uk,uk,lombiro,11.8,8.2,10,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
2877,2877,V25,FF,FF,V25-FF,V25-FF-42,1,V25-FF-42,T,Sphaerosepalaceae,Rhopalocarpus,uk,lombiro md,13.9,12.4,NA,SR008,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,fruits,good,undamaged,no,NA,Trinerved leaf,
2880,2880,V25,FF,FF,V25-FF,V25-FF-45,1,V25-FF-45,T,Sphaerosepalaceae,Rhopalocarpus,uk,lombiro br,22,15.3,NA,SR009,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
2904,2904,V25,FF,FF,V25-FF,V25-FF-69,1,V25-FF-69,T,Sphaerosepalaceae,uk,uk,lombiro br,10.9,9.1,NA,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
2919,2919,V25,FF,FF,V25-FF,V25-FF-84,1,V25-FF-84,T,Sphaerosepalaceae,Rhopalocarpus,uk,lombiro md,12.4,10.3,NA,SR008,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
2923,2923,V25,FF,FF,V25-FF,V25-FF-88,1,V25-FF-88,T,Sphaerosepalaceae,Rhopalocarpus,uk,lombiro md,12.2,11.3,NA,SR008,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
2940,2940,V25,FF,FF,V25-FF,V25-FF-105,1,V25-FF-105,T,Sphaerosepalaceae,uk,uk,lombiro md,12.6,11.4,NA,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
3327,3327,V39,FF,FF,V39-FF,V39-FF-139,1,V39-FF-139,T,Sphaerosepalaceae,uk,uk,lombiro,12.9,8,8,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
3638,3638,V40,VM,VM,V40-VM,V40-VM-71,1,V40-VM-71,T,Sphaerosepalaceae,Rhopalocarpus,uk,lombiro,12,11.1,9,AP9020,9020,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
3810,3810,V40,FF,FF,V40-FF,V40-FF-117,1,V40-FF-117,T,Sphaerosepalaceae,Rhopalocarpus,uk,lombiro,49,20.1,11,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,fair,storm,stem,NA,NA,
3982,3982,V40,VL,VL,V40-VL,V40-VL-77,1,V40-VL-77,T,Sphaerosepalaceae,Rhopalocarpus,uk,lombiro,13,7.2,NA,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,poor,human,stem,NA,bark removed,
5438,5438,V24,FF,FF,V24-FF,V24-FF-128,1,V24-FF-128,T,Sphaerosepalaceae,Rhopalocarpus,uk,lombiro br,21.8,11.4,NA,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,same as ME-OGF1,
3041,3041,V39,VH,VH,V39-VH,V39-VH-6,1,V39-VH-6,T,Sphaerosepalaceae,uk,uk,lombiro menaodiny,11.8,7.8,8,AP9281,9281,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,fair,storm,no,NA,NA,
3108,3108,V39,VH,VH,V39-VH,V39-VH-73,1,V39-VH-73,T,Sphaerosepalaceae,uk,uk,lombiro,17.6,9.7,7,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,fair,storm,no,NA,NA,
3140,3140,V39,VH,VH,V39-VH,V39-VH-105,1,V39-VH-105,T,Sphaerosepalaceae,uk,uk,lombiro,9.8,10,9,NV,,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,tutor,NA,
449,449,ME,OGF2,OGF,ME-OGF2,ME-OGF2-185,1,ME-OGF2-185,T,uk,Phopalocarpus,uk,lombiro,18.7,13.3,9,AP9331,9331,Sphaerosepalaceae,Rhopalocarpus,unknown,endemic,e,sterile,good,undamaged,no,NA,NA,
5238,5238,V7,WF,WF,V7-WF,V7-WF-63,2,V7-WF-63a,T,Malvaceae,uk,uk,tsiarinkarigny,14.4,11.1,8,AP8945,8945,Sphaerosepalaceae,Rhopalocarpus longipetiolatus Hemsl.,VU,endemic,e,sterile,good,undamaged,no,NA,NA,
5239,5239,V7,WF,WF,V7-WF,V7-WF-64,2,V7-WF-63a,T,Malvaceae,uk,uk,tsiarinkarigny,11.2,11.1,8,AP8945,8945,Sphaerosepalaceae,Rhopalocarpus longipetiolatus Hemsl.,VU,endemic,e,sterile,good,undamaged,no,NA,NA,
67,67,ME,OGF1,OGF,ME-OGF1,ME-OGF1-67,1,ME-OGF1-67,T,uk,Buscia,uk,uk,11.5,14.2,9,AP9352,9352,Stilbaceae,Nuxia,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
115,115,ME,OGF1,OGF,ME-OGF1,ME-OGF1-115,1,ME-OGF1-115,T,uk,Buxia,uk,uk,16.8,15.4,9,NV,,Stilbaceae,Nuxia,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
197,197,ME,OGF1,OGF,ME-OGF1,ME-OGF1-197,1,ME-OGF1-197,T,uk,Nuxia,uk,valagniragna,8.3,11.2,8,NV,,Stilbaceae,Nuxia capitata,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
610,610,ME,OGF3,OGF,ME-OGF3,ME-OGF3-102,1,ME-OGF3-102,T,uk,Nuxia,uk,valagniragna,47.1,16.4,8,NV,,Stilbaceae,Nuxia capitata,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
2,2,ME,OGF1,OGF,ME-OGF1,ME-OGF1-2,1,ME-OGF1-2,M,uk,uk,uk,ravinala,37,8.4,NV,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
14,14,ME,OGF1,OGF,ME-OGF1,ME-OGF1-14,1,ME-OGF1-14,M,uk,uk,uk,ravinala,29,5.6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
15,15,ME,OGF1,OGF,ME-OGF1,ME-OGF1-15,1,ME-OGF1-15,M,uk,uk,uk,ravinala,27.4,5.7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
18,18,ME,OGF1,OGF,ME-OGF1,ME-OGF1-18,1,ME-OGF1-18,M,uk,uk,uk,ravinala,29.5,5.9,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
29,29,ME,OGF1,OGF,ME-OGF1,ME-OGF1-29,1,ME-OGF1-29,M,uk,uk,uk,ravinala,26,5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
36,36,ME,OGF1,OGF,ME-OGF1,ME-OGF1-36,1,ME-OGF1-36,M,uk,uk,uk,ravinala,28.2,7.3,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
39,39,ME,OGF1,OGF,ME-OGF1,ME-OGF1-39,1,ME-OGF1-39,M,uk,uk,uk,ravinala,31.9,8.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
40,40,ME,OGF1,OGF,ME-OGF1,ME-OGF1-40,1,ME-OGF1-40,M,uk,uk,uk,ravinala,27.1,7.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
92,92,ME,OGF1,OGF,ME-OGF1,ME-OGF1-92,1,ME-OGF1-92,M,uk,uk,uk,ravinala,27.4,9.6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
100,100,ME,OGF1,OGF,ME-OGF1,ME-OGF1-100,1,ME-OGF1-100,M,uk,uk,uk,ravinala,27,5.7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
108,108,ME,OGF1,OGF,ME-OGF1,ME-OGF1-108,1,ME-OGF1-108,M,uk,uk,uk,ravinala,33.2,8.7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
272,272,ME,OGF2,OGF,ME-OGF2,ME-OGF2-8,1,ME-OGF2-8,M,uk,uk,uk,ravinala,33,9.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
276,276,ME,OGF2,OGF,ME-OGF2,ME-OGF2-12,1,ME-OGF2-12,M,uk,uk,uk,ravinala,29.5,7.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
340,340,ME,OGF2,OGF,ME-OGF2,ME-OGF2-76,1,ME-OGF2-76,M,uk,uk,uk,ravinala,31,20.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
344,344,ME,OGF2,OGF,ME-OGF2,ME-OGF2-80,1,ME-OGF2-80,M,uk,uk,uk,ravinala,25.5,5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
420,420,ME,OGF2,OGF,ME-OGF2,ME-OGF2-156,1,ME-OGF2-156,M,uk,uk,uk,ravinala,22.4,7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
459,459,ME,OGF2,OGF,ME-OGF2,ME-OGF2-195,1,ME-OGF2-195,M,uk,uk,uk,ravinala,31,7.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
461,461,ME,OGF2,OGF,ME-OGF2,ME-OGF2-197,1,ME-OGF2-197,M,uk,uk,uk,ravinala,33.4,8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
558,558,ME,OGF3,OGF,ME-OGF3,ME-OGF3-50,1,ME-OGF3-50,M,uk,uk,uk,ravinala,22.6,7.9,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
560,560,ME,OGF3,OGF,ME-OGF3,ME-OGF3-52,1,ME-OGF3-52,M,uk,uk,uk,ravinala,26,2.5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,NA,dead,storm,no,NA,Crown cut,
572,572,ME,OGF3,OGF,ME-OGF3,ME-OGF3-64,1,ME-OGF3-64,M,uk,uk,uk,ravinala,31.4,6.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
585,585,ME,OGF3,OGF,ME-OGF3,ME-OGF3-77,1,ME-OGF3-77,M,uk,uk,uk,ravinala,33.2,8.7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
591,591,ME,OGF3,OGF,ME-OGF3,ME-OGF3-83,1,ME-OGF3-83,M,uk,uk,uk,ravinala,33.5,7.3,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
604,604,ME,OGF3,OGF,ME-OGF3,ME-OGF3-96,1,ME-OGF3-96,M,uk,uk,uk,ravinala,29.5,7.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
611,611,ME,OGF3,OGF,ME-OGF3,ME-OGF3-103,1,ME-OGF3-103,M,uk,uk,uk,ravinala,34.8,5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
618,618,ME,OGF3,OGF,ME-OGF3,ME-OGF3-110,1,ME-OGF3-110,M,uk,uk,uk,ravinala,22.4,3.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,dead,storm,no,NA,Crown cut,
625,625,ME,OGF3,OGF,ME-OGF3,ME-OGF3-117,1,ME-OGF3-117,M,uk,uk,uk,ravinala,33.2,8.5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
647,647,ME,OGF3,OGF,ME-OGF3,ME-OGF3-139,1,ME-OGF3-139,M,uk,uk,uk,ravinala,30.3,15.3,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
654,654,ME,OGF3,OGF,ME-OGF3,ME-OGF3-146,1,ME-OGF3-146,M,uk,uk,uk,ravinala,32.5,6.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
714,714,ME,OGF3,OGF,ME-OGF3,ME-OGF3-206,1,ME-OGF3-206,M,uk,uk,uk,ravinala,28.2,10.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
730,730,ME,OGF3,OGF,ME-OGF3,ME-OGF3-222,1,ME-OGF3-222,M,uk,uk,uk,ravinala,33.3,7.6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
859,859,ME,OGF4,OGF,ME-OGF4,ME-OGF4-101,1,ME-OGF4-101,M,uk,uk,uk,ravinala,29.8,9.7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
878,878,ME,OGF4,OGF,ME-OGF4,ME-OGF4-120,1,ME-OGF4-120,M,uk,uk,uk,ravinala,28.4,7.6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
893,893,ME,OGF4,OGF,ME-OGF4,ME-OGF4-135,1,ME-OGF4-135,M,uk,uk,uk,ravinala,23.1,12.5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
930,930,ME,OGF5,OGF,ME-OGF5,ME-OGF5-1,1,ME-OGF5-1,M,uk,uk,uk,ravinala,41.8,14.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
936,936,ME,OGF5,OGF,ME-OGF5,ME-OGF5-7,1,ME-OGF5-7,M,uk,uk,uk,ravinala,35.5,12.5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
990,990,ME,OGF5,OGF,ME-OGF5,ME-OGF5-61,1,ME-OGF5-61,M,uk,uk,uk,ravinala,24.4,17.9,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
999,999,ME,OGF5,OGF,ME-OGF5,ME-OGF5-70,1,ME-OGF5-70,M,uk,uk,uk,ravinala,36.4,12.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
1006,1006,ME,OGF5,OGF,ME-OGF5,ME-OGF5-77,1,ME-OGF5-77,M,uk,uk,uk,ravinala,31.1,13.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
1129,1129,ME,OGF5,OGF,ME-OGF5,ME-OGF5-200,1,ME-OGF5-200,M,uk,uk,uk,ravinala,35.9,18,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1160,1160,ME,OGF5,OGF,ME-OGF5,ME-OGF5-231,1,ME-OGF5-231,M,uk,uk,uk,ravinala,27.2,11.6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1309,1309,MT,OGF1,OGF,MT-OGF1,MT-OGF1-138,1,MT-OGF1-138,M,uk,uk,uk,ravinala,31.7,14.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1331,1331,MT,OGF1,OGF,MT-OGF1,MT-OGF1-160,1,MT-OGF1-160,M,uk,uk,uk,ravinala,37.9,6.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1472,1472,MT,OGF2,OGF,MT-OGF2,MT-OGF2-94,1,MT-OGF2-94,M,uk,uk,uk,ravinala,29.7,6.6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1501,1501,MT,OGF2,OGF,MT-OGF2,MT-OGF2-123,2,MT-OGF2-123a,M,uk,uk,uk,ravinala,35.5,10.9,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1549,1549,MT,OGF2,OGF,MT-OGF2,MT-OGF2-171,1,MT-OGF2-171,M,uk,uk,uk,ravinala,28.7,8.5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1847,1847,MT,OGF4,OGF,MT-OGF4,MT-OGF4-17,1,MT-OGF4-17,M,uk,uk,uk,ravinala,33,17.6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1887,1887,MT,OGF4,OGF,MT-OGF4,MT-OGF4-57,1,MT-OGF4-57,M,uk,uk,uk,ravinala,41.9,12.7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
1891,1891,MT,OGF4,OGF,MT-OGF4,MT-OGF4-61,1,MT-OGF4-61,M,uk,uk,uk,ravinala,37,15.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
2070,2070,MT,OGF4,OGF,MT-OGF4,MT-OGF4-240,1,MT-OGF4-240,M,uk,uk,uk,ravinala,33.3,19.5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
2235,2235,MT,OGF5,OGF,MT-OGF5,MT-OGF5-163,1,MT-OGF5-163,M,uk,uk,uk,ravinala,35.4,10.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
2284,2284,V2,VH,VH,V2-VH,V2-VH-33,1,V2-VH-33,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,29.2,3.5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,fair,human,stem,NA,leaves cut,
2337,2337,V2,VH,VH,V2-VH,V2-VH-86,1,V2-VH-86,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,27.5,2.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,fair,human,stem,NA,leaves cut. dbh measured at 8.5m,
2556,2556,V2,FF,FF,V2-FF,V2-FF-76,1,V2-FF-76,M,uk,Ravenala,uk,ravinala,22.1,2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,NA,dead,human,stem,NA,NA,
2663,2663,V25,VM,VM,V25-VM,V25-VM-3,1,V25-VM-3,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,35.3,9.3,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
2664,2664,V25,VM,VM,V25-VM,V25-VM-4,1,V25-VM-4,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,30.5,9.3,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
2665,2665,V25,VM,VM,V25-VM,V25-VM-5,1,V25-VM-5,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,23.7,5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
2668,2668,V25,VM,VM,V25-VM,V25-VM-8,1,V25-VM-8,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,26.7,9.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
2669,2669,V25,VM,VM,V25-VM,V25-VM-9,1,V25-VM-9,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,25.1,9.3,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
2670,2670,V25,VM,VM,V25-VM,V25-VM-10,1,V25-VM-10,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,23,2.7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,NA,dead,storm,no,NA,crown damaged,
2671,2671,V25,VM,VM,V25-VM,V25-VM-11,1,V25-VM-11,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,26.3,9.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
2672,2672,V25,VM,VM,V25-VM,V25-VM-12,1,V25-VM-12,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,21.4,10.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
